red_fighter,blue_fighter,snapshot_date,winner,age_diff,height_diff,reach_diff,experience_diff,wins_diff,losses_diff,win_rate_diff,win_streak_diff,lose_streak_diff,momentum_diff,ko_rate_diff,submission_rate_diff,decision_rate_diff,fight_time_diff,sig_strike_diff,takedown_diff,submission_attempt_diff
Jake Matthews,Dashon Johnson,2014-06-28,Red,-7.0,10.159999999999997,7.619999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Vaculik,Roldan Sangcha-an,2014-06-28,Red,7.0,5.079999999999984,10.159999999999997,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0
Chris Indich,Vik Grujic,2014-06-28,Blue,-11.0,-2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Magny,Rodrigo de Lima,2014-06-28,Red,3.0,20.319999999999993,12.699999999999989,5.0,3.0,2.0,0.6,2.0,0.0,2.0,0.0,0.0,1.0,758.6,43.5,1.75,0.0
Dan Hooker,Ian Entwistle,2014-06-28,Red,-3.0,17.78,27.939999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gian Villante,Sean O'Connell,2014-06-28,Red,-2.0,5.0800000000000125,5.079999999999984,2.0,1.0,1.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,371.33000000000004,35.5,0.5,0.0
Demetrious Johnson,Ali Bagautinov,2014-06-14,Red,-1.0,-2.539999999999992,2.539999999999992,5.0,4.0,1.0,-0.125,2.0,0.0,2.0,-0.19000000000000003,0.143,0.04699999999999993,224.55000000000007,28.25,3.0,-0.125
Rory MacDonald,Tyron Woodley,2014-06-14,Red,-7.0,7.6200000000000045,5.079999999999984,4.0,3.0,1.0,0.0,-1.0,0.0,-1.0,-0.667,0.0,0.667,349.88,11.291699999999999,2.375,0.625
Ryan Bader,Rafael Feijao,2014-06-14,Red,-3.0,2.5400000000000205,2.5400000000000205,7.0,4.0,3.0,0.05600000000000005,0.0,0.0,0.0,0.2,0.2,0.4,396.25,-2.9166999999999987,1.6667,0.3333
Andrei Arlovski,Brendan Schaub,2014-06-14,Red,5.0,-2.539999999999992,-2.539999999999992,-8.0,-6.0,-2.0,-0.75,-2.0,0.0,-2.0,-0.333,-0.167,-0.333,-371.67,-22.25,-1.125,-0.125
Ovince Saint Preux,Ryan Jimmo,2014-06-14,Red,-2.0,5.0800000000000125,17.78,-2.0,0.0,-2.0,0.4,2.0,0.0,2.0,-0.334,0.333,0.0,-248.0,-7.75,-0.25,0.0
Daniel Sarafian,Kiichi Kunimoto,2014-06-14,Blue,-1.0,-2.5400000000000205,5.079999999999984,2.0,0.0,2.0,-0.667,-1.0,1.0,-2.0,0.0,1.0,0.0,469.66999999999996,23.0,0.5,0.5
Valerie Letourneau,Elizabeth Phillips,2014-06-14,Red,4.0,2.5400000000000205,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yves Jabouin,Mike Easton,2014-06-14,Red,5.0,2.5400000000000205,-5.0800000000000125,1.0,1.0,0.0,0.07099999999999995,0.0,-2.0,2.0,-0.333,0.0,0.33299999999999996,-184.80999999999995,-22.2667,-0.16669999999999996,0.0
Kajan Johnson,Tae Hyun Bang,2014-06-14,Blue,0.0,5.0800000000000125,10.159999999999997,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-900.0,0.0,0.0,0.0
Roland Delorme,Michinori Tanaka,2014-06-14,Blue,6.0,10.159999999999997,10.159999999999997,4.0,3.0,1.0,0.75,0.0,1.0,-1.0,0.0,0.667,0.333,680.25,25.0,2.25,1.5
Jason Saggo,Josh Shockley,2014-06-14,Red,4.0,-5.079999999999984,-7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson Henderson,Rustam Khabilov,2014-06-07,Red,3.0,2.539999999999992,-7.619999999999976,6.0,5.0,1.0,-0.11099999999999999,-2.0,0.0,-2.0,-0.667,0.0,0.667,768.8899999999999,56.375,-0.375,0.75
Diego Sanchez,Ross Pearson,2014-06-07,Red,4.0,5.0800000000000125,7.6200000000000045,-1.0,-2.0,1.0,-0.196,-2.0,2.0,-4.0,-0.4,0.0,0.4,183.88,-15.865500000000004,0.42690000000000006,0.8421
John Dodson,John Moraga,2014-06-07,Red,0.0,-7.619999999999976,0.0,1.0,1.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.417,-0.333,-0.08300000000000002,-136.60000000000002,13.583300000000001,-0.25,-0.3333
Rafael Dos Anjos,Jason High,2014-06-07,Red,-3.0,0.0,-2.539999999999992,6.0,5.0,1.0,0.19999999999999996,-2.0,1.0,-3.0,0.143,-0.21400000000000002,0.07099999999999995,191.0,27.4359,1.6667,-0.9744
Yves Edwards,Piotr Hallmann,2014-06-07,Blue,10.0,0.0,5.079999999999984,6.0,3.0,3.0,0.0,0.0,1.0,-1.0,0.5,-0.75,0.25,-92.0,-14.8235,-1.7059,-0.41180000000000005
Erik Perez,Bryan Caraway,2014-06-07,Blue,-5.0,0.0,0.0,1.0,1.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.5,-0.75,0.25,-289.25,2.3333000000000013,-1.4167,-0.75
Yaotzin Meza,Sergio Pettis,2014-06-07,Blue,12.0,7.6200000000000045,12.700000000000017,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,1.0,-1.0,-597.5,-79.0,-2.0,-3.0
Bobby Voelker,Lance Benoist,2014-06-07,Blue,10.0,2.539999999999992,5.0800000000000125,0.0,-1.0,1.0,-0.333,0.0,1.0,-1.0,0.0,0.0,-1.0,-288.0,9.5,0.0,0.0
Scott Jorgensen,Danny Martinez,2014-06-07,Red,3.0,-2.539999999999992,-2.5400000000000205,7.0,3.0,4.0,0.375,0.0,2.0,-2.0,0.333,0.333,0.333,-265.88,42.0,1.1429,0.2857
Jon Tuck,Jake Lindsey,2014-06-07,Red,2.0,0.0,5.079999999999984,2.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.0,0.0,1.0,900.0,36.0,0.0,2.0
Patrick Cummins,Roger Narvaez,2014-06-07,Red,3.0,-2.539999999999992,-7.6200000000000045,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
Stipe Miocic,Fabio Maldonado,2014-05-31,Red,-3.0,7.6200000000000045,12.699999999999989,-1.0,1.0,-2.0,0.262,-1.0,0.0,-1.0,0.15000000000000002,0.0,-0.15000000000000002,-193.30999999999995,-24.6,1.1,-0.8333
Vitor Miranda,Antonio Carlos Junior,2014-05-31,Blue,11.0,-2.5400000000000205,-5.079999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcio Alexandre Junior,Warlley Alves,2014-05-31,Blue,2.0,2.539999999999992,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demian Maia,Alexander Yakovlev,2014-05-31,Red,7.0,-5.0800000000000125,-5.0800000000000125,11.0,6.0,5.0,0.545,0.0,2.0,-2.0,0.167,0.167,0.667,863.36,18.6471,2.2941,1.0
Rony Jason,Robert Peralta,2014-05-31,Blue,3.0,-2.539999999999992,-2.539999999999992,1.0,1.0,0.0,0.050000000000000044,0.0,0.0,0.0,-0.16700000000000004,0.25,-0.08300000000000002,-277.35,-25.75,0.0,0.5
Rodrigo Damm,Rashid Magomedov,2014-05-31,Blue,5.0,-5.079999999999984,2.539999999999992,3.0,2.0,1.0,-0.25,1.0,0.0,1.0,0.0,0.333,-0.33299999999999996,-192.0,45.6667,0.6667,0.3333
Elias Silverio,Ernest Chavez,2014-05-31,Red,-3.0,7.6200000000000045,7.619999999999976,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0
Paulo Thiago,Gasan Umalatov,2014-05-31,Blue,1.0,0.0,5.079999999999984,6.0,2.0,4.0,0.286,0.0,0.0,0.0,0.0,0.0,1.0,-232.57000000000005,17.1,1.2,1.2
Kevin Souza,Mark Eddiva,2014-05-31,Red,0.0,10.159999999999997,15.240000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-900.0,0.0,0.0,0.0
Ricardo Abreu,Wagner Silva,2014-05-31,Red,3.0,-2.539999999999992,5.079999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Rogerio de Lima,Richardson Moreira,2014-05-31,Red,-2.0,-2.5400000000000205,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Munhoz,Matt Hobar,2014-05-31,Red,0.0,-10.160000000000025,-12.700000000000017,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0
Mark Munoz,Gegard Mousasi,2014-05-31,Blue,7.0,-5.0800000000000125,-10.159999999999997,7.0,5.0,2.0,0.16700000000000004,0.0,0.0,0.0,0.5,0.0,-0.5,-609.89,-47.6364,1.7273,0.4545
Francis Carmont,CB Dollaway,2014-05-31,Blue,2.0,2.539999999999992,5.0800000000000125,0.0,2.0,-2.0,0.28600000000000003,-1.0,1.0,-2.0,-0.25,0.08300000000000002,0.0,241.5,5.75,-0.16670000000000007,-0.08330000000000004
Luke Barnatt,Sean Strickland,2014-05-31,Blue,2.0,12.700000000000017,2.5400000000000205,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.333,0.333,0.333,532.0,76.0,1.0,1.0
Tom Niinimaki,Niklas Backstrom,2014-05-31,Blue,7.0,-10.159999999999997,-12.700000000000017,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,900.0,0.0,0.0,0.0
Nick Hein,Drew Dober,2014-05-31,Red,5.0,-5.0800000000000125,-10.160000000000025,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-900.0,0.0,0.0,0.0
Magnus Cedenblad,Krzysztof Jotko,2014-05-31,Red,7.0,10.160000000000025,5.079999999999984,1.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,-1.0,-670.5,11.0,0.0,1.0
Vaughan Lee,Iuri Alcantara,2014-05-31,Blue,-2.0,-7.6200000000000045,-12.700000000000017,0.0,-1.0,1.0,-0.16700000000000004,0.0,0.0,0.0,-0.25,0.333,-0.08299999999999996,-186.33999999999992,-7.666699999999999,-0.5332999999999999,-0.033299999999999996
Peter Sobotta,Pawel Pawlak,2014-05-31,Red,-2.0,0.0,5.0800000000000125,2.0,0.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,900.0,16.5,1.5,1.0
Andy Ogle,Maximo Blanco,2014-05-31,Blue,-6.0,0.0,-5.0800000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.75,7.666699999999999,0.6667000000000001,-0.3333
Viktor Pesta,Ruslan Magomedov,2014-05-31,Blue,-4.0,0.0,-2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renan Barao,TJ Dillashaw,2014-05-24,Blue,0.0,0.0,7.6200000000000045,0.0,2.0,-2.0,0.28600000000000003,6.0,0.0,6.0,-0.11400000000000005,0.08599999999999997,0.02899999999999997,241.14,27.6667,0.0,-1.1667
Daniel Cormier,Dan Henderson,2014-05-24,Red,-9.0,0.0,-5.0800000000000125,-2.0,1.0,-3.0,0.6,2.0,0.0,2.0,-0.16699999999999998,0.0,0.16700000000000004,-187.26999999999998,31.590899999999998,0.22730000000000006,-0.4545
Robbie Lawler,Jake Ellenberger,2014-05-24,Red,3.0,5.0800000000000125,7.6200000000000045,-5.0,-4.0,-1.0,-0.028000000000000025,0.0,0.0,0.0,0.09600000000000009,0.0,-0.09599999999999997,169.58000000000004,-0.10000000000000142,-0.40000000000000013,-0.3
Takeya Mizugaki,Francisco Rivera,2014-05-24,Red,-3.0,-2.539999999999992,0.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,-0.5,0.0,0.49999999999999994,204.5,-1.9643000000000015,1.3571,-0.6071
Jamie Varner,James Krause,2014-05-24,Blue,2.0,-15.240000000000009,-2.539999999999992,3.0,1.0,2.0,-0.09999999999999998,0.0,1.0,-1.0,0.5,-1.0,0.5,85.29999999999995,-63.3333,2.6667,-0.16669999999999996
Michael Chiesa,Francisco Trinaldo,2014-05-24,Red,-10.0,10.159999999999997,12.699999999999989,-2.0,-1.0,-1.0,0.08299999999999996,0.0,0.0,0.0,-0.25,0.5,-0.25,-127.5,-8.3333,0.5332999999999999,0.19999999999999996
Tony Ferguson,Katsunori Kikuno,2014-05-24,Red,-3.0,7.6200000000000045,25.400000000000006,4.0,3.0,1.0,-0.19999999999999996,0.0,0.0,0.0,0.5,0.25,-0.75,-410.8,39.5,0.75,0.25
Chris Holdsworth,Chico Camus,2014-05-24,Red,-2.0,12.700000000000017,12.700000000000017,-2.0,-1.0,-1.0,0.33299999999999996,0.0,0.0,0.0,0.0,1.0,-1.0,-406.66999999999996,-27.5,-1.5,-0.5
Al Iaquinta,Mitch Clarke,2014-05-24,Blue,-1.0,0.0,-7.619999999999976,1.0,2.0,-1.0,0.417,2.0,0.0,2.0,0.0,0.0,0.0,-75.25,46.1667,0.5,-0.5
Anthony Njokuani,Vinc Pichel,2014-05-24,Blue,2.0,7.619999999999976,7.6200000000000045,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.333,0.0,-0.33299999999999996,311.16999999999996,67.4,0.6,0.2
Sam Sicilia,Aaron Phillips,2014-05-24,Red,3.0,-2.539999999999992,-7.6200000000000045,5.0,2.0,3.0,0.4,0.0,1.0,-1.0,1.0,0.0,0.0,489.0,27.25,0.75,0.25
David Michaud,Li Jingliang,2014-05-24,Blue,-1.0,-7.6200000000000045,2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Brown,Erick Silva,2014-05-10,Red,3.0,0.0,2.539999999999992,4.0,3.0,1.0,0.06500000000000006,5.0,0.0,5.0,0.21399999999999997,-0.5,0.286,216.65000000000003,19.5667,0.6667000000000001,0.3666999999999999
Costas Philippou,Lorenz Larkin,2014-05-10,Red,7.0,0.0,2.539999999999992,5.0,4.0,1.0,0.292,0.0,1.0,-1.0,0.0,0.0,-1.0,-900.0,-8.142900000000001,0.4286,0.2857
Erik Koch,Daron Cruickshank,2014-05-10,Blue,-3.0,5.0800000000000125,-2.539999999999992,-1.0,-1.0,0.0,-0.06700000000000006,0.0,0.0,0.0,0.16700000000000004,0.0,-0.16699999999999998,-209.39999999999998,-11.899999999999999,-0.8,1.25
Neil Magny,Tim Means,2014-05-10,Red,-3.0,2.539999999999992,12.699999999999989,0.0,0.0,0.0,0.0,1.0,-2.0,3.0,-0.5,0.0,0.5,31.75,-16.333399999999997,2.0,0.0
Soa Palelei,Ruan Potts,2014-05-10,Red,0.0,5.079999999999984,15.240000000000009,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,411.5,25.0,2.5,0.0
Chris Cariaso,Louis Smolka,2014-05-10,Red,10.0,-15.23999999999998,-12.699999999999989,8.0,5.0,3.0,-0.33299999999999996,1.0,0.0,1.0,0.167,0.0,-0.16700000000000004,-62.0,48.625,1.0,0.25
Ed Herman,Rafael Natal,2014-05-10,Red,3.0,2.539999999999992,2.5400000000000205,-3.0,-1.0,-2.0,0.17500000000000004,0.0,0.0,0.0,0.25,0.3,-0.55,-261.92,-13.625,-0.42859999999999987,0.05359999999999998
Kyoji Horiguchi,Darrell Montague,2014-05-10,Red,-2.0,-2.539999999999992,-2.5400000000000205,0.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,0.0,0.0,278.0,0.0,0.0,0.0
Yan Cabral,Zak Cummings,2014-05-10,Blue,1.0,-2.539999999999992,-5.0800000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,0.0,0.0
Eddie Wineland,Johnny Eduardo,2014-05-10,Blue,-4.0,0.0,-5.0800000000000125,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.667,0.0,-0.667,-209.83000000000004,11.399999999999999,0.4,-1.0
Manvel Gamburyan,Nik Lentz,2014-05-10,Blue,3.0,-7.6200000000000045,-2.539999999999992,-6.0,-5.0,-1.0,-0.19999999999999996,2.0,-1.0,3.0,-0.143,-0.143,0.28600000000000003,113.10000000000002,-21.625,-2.0,-0.8332999999999999
Justin Salas,Ben Wall,2014-05-10,Red,7.0,-5.0800000000000125,-7.619999999999976,3.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,463.0,36.3333,2.3333,0.0
Anthony Lapsley,Albert Tumenov,2014-05-10,Blue,11.0,-5.0800000000000125,-5.079999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Jones,Glover Teixeira,2014-04-26,Red,-7.0,5.079999999999984,20.32000000000002,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,-0.10000000000000003,0.2,451.94000000000005,-5.538499999999999,-0.25,-0.13460000000000005
Phil Davis,Anthony Johnson,2014-04-26,Blue,1.0,0.0,2.539999999999992,5.0,5.0,0.0,0.20799999999999996,3.0,-1.0,4.0,-0.5,0.429,0.07099999999999995,352.21,18.9889,0.9221999999999999,0.16669999999999996
Luke Rockhold,Tim Boetsch,2014-04-26,Red,-3.0,7.6200000000000045,7.6200000000000045,-7.0,-5.0,-2.0,-0.16700000000000004,0.0,0.0,0.0,-0.167,0.0,-0.833,-664.12,-25.3333,-1.5,-0.6667
Jim Miller,Yancy Medeiros,2014-04-26,Red,5.0,-5.0800000000000125,-10.159999999999997,8.0,7.0,1.0,0.778,2.0,-1.0,3.0,0.143,0.429,0.429,449.0,28.7333,1.4667,1.9333
Max Holloway,Andre Fili,2014-04-26,Red,-1.0,0.0,-12.700000000000017,6.0,3.0,3.0,-0.42900000000000005,0.0,0.0,0.0,-0.5,0.0,0.5,338.28999999999996,62.6667,0.0,0.0
Joseph Benavidez,Tim Elliott,2014-04-26,Red,3.0,-7.6200000000000045,-2.539999999999992,4.0,4.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,-0.5,-223.0,-32.7143,-3.1904000000000003,-1.5714000000000001
Takanori Gomi,Isaac Vallie-Flagg,2014-04-26,Red,-1.0,-2.539999999999992,5.0800000000000125,5.0,2.0,3.0,-0.07100000000000001,0.0,0.0,0.0,0.667,0.0,-0.667,-341.28999999999996,-51.8333,0.1667,0.0
Jessamyn Duke,Bethe Correia,2014-04-26,Blue,-3.0,15.240000000000009,22.859999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Castillo,Charlie Brenneman,2014-04-26,Red,2.0,-2.5400000000000205,-2.539999999999992,0.0,2.0,-2.0,0.22300000000000003,0.0,-2.0,2.0,0.167,0.0,-0.16700000000000004,269.55,19.625,0.875,0.125
Chris Beal,Patrick Williams,2014-04-26,Red,-4.0,-2.539999999999992,-10.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabricio Werdum,Travis Browne,2014-04-19,Red,4.0,-5.0800000000000125,-5.079999999999984,-5.0,-4.0,-1.0,0.125,0.0,0.0,0.0,-0.38099999999999995,-0.143,0.19000000000000003,254.25,18.0833,-0.5417000000000001,-0.25
Miesha Tate,Liz Carmouche,2014-04-19,Red,-2.0,0.0,-2.539999999999992,-1.0,-1.0,0.0,-0.333,0.0,1.0,-1.0,-1.0,0.0,0.0,141.16999999999996,-4.0,1.5,2.0
Donald Cerrone,Edson Barboza,2014-04-19,Red,3.0,5.079999999999984,-5.0800000000000125,4.0,2.0,2.0,-0.125,-1.0,0.0,-1.0,-0.23799999999999993,0.333,-0.09599999999999997,-69.03999999999996,6.155900000000003,0.3377,0.2727
Brad Tavares,Yoel Romero,2014-04-19,Blue,-10.0,2.539999999999992,2.5400000000000205,5.0,4.0,1.0,-0.125,2.0,0.0,2.0,-0.857,0.0,0.714,277.24,14.857100000000003,1.5714,0.0
Rafael Dos Anjos,Khabib Nurmagomedov,2014-04-19,Blue,3.0,-5.0800000000000125,0.0,4.0,2.0,2.0,-0.22199999999999998,0.0,0.0,0.0,-0.05700000000000002,0.08599999999999997,-0.029000000000000026,-48.60000000000002,4.916699999999999,-4.0,0.0
Thiago Alves,Seth Baczynski,2014-04-19,Red,-4.0,-15.240000000000009,-10.159999999999997,-3.0,-3.0,0.0,-0.22499999999999998,-1.0,1.0,-2.0,-0.2,0.09999999999999998,0.09999999999999998,144.91999999999996,8.205400000000001,0.2768,-0.40180000000000005
Jorge Masvidal,Pat Healy,2014-04-19,Red,-2.0,-2.539999999999992,0.0,1.0,2.0,-1.0,0.667,0.0,-1.0,1.0,0.0,0.5,0.5,-100.33000000000004,0.33330000000000126,1.3333,0.33330000000000004
Estevan Payan,Alex White,2014-04-19,Blue,6.0,-5.079999999999984,2.539999999999992,2.0,0.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,756.0,25.0,0.0,1.0
Caio Magalhaes,Luke Zachrich,2014-04-19,Red,-7.0,-2.5400000000000205,-2.5400000000000205,3.0,2.0,1.0,0.667,2.0,0.0,2.0,0.0,0.5,0.5,756.33,21.5,1.5,2.5
Jordan Mein,Hernani Perpetuo,2014-04-19,Red,-5.0,0.0,-2.5400000000000205,2.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,0.0,0.0,321.0,29.0,0.0,0.0
Dustin Ortiz,Ray Borg,2014-04-19,Red,5.0,2.539999999999992,5.079999999999984,2.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,0.0,0.0,849.5,55.0,4.0,0.0
Mirsad Bektic,Chas Skelly,2014-04-19,Red,-5.0,-7.6200000000000045,-5.079999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Lewis,Jack May,2014-04-19,Red,-4.0,-12.699999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bisping,Tim Kennedy,2014-04-16,Blue,0.0,5.079999999999984,2.539999999999992,6.0,4.0,2.0,-0.25,-1.0,0.0,-1.0,-0.16699999999999998,0.0,0.16700000000000004,170.75,-6.555599999999998,-0.5556000000000001,0.2778
Patrick Cote,Kyle Noke,2014-04-16,Red,1.0,-5.079999999999984,-12.699999999999989,-1.0,-2.0,1.0,-0.267,1.0,0.0,1.0,-0.5,-0.5,0.5,294.87000000000006,-3.0153999999999996,-1.2923,-0.6462000000000001
Sheldon Westcott,Elias Theodorou,2014-04-16,Blue,4.0,0.0,-10.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Laprise,Olivier Aubin-Mercier,2014-04-16,Red,2.0,2.5400000000000205,2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Poirier,Akira Corassani,2014-04-16,Red,-7.0,2.539999999999992,10.159999999999997,6.0,4.0,2.0,-0.22199999999999998,-1.0,0.0,-1.0,0.143,0.429,-0.23800000000000004,26.229999999999905,1.625,0.375,0.875
Sam Stout,KJ Noons,2014-04-16,Blue,-1.0,-2.5400000000000205,-5.079999999999984,7.0,4.0,3.0,0.05600000000000005,0.0,0.0,0.0,0.2,0.0,-0.19999999999999996,-75.66999999999996,14.9375,0.5625,0.0625
Sarah Kaufman,Leslie Smith,2014-04-16,Red,-3.0,-10.159999999999997,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Jimmo,Sean O'Connell,2014-04-16,Red,1.0,0.0,-2.5400000000000205,4.0,2.0,2.0,0.5,0.0,1.0,-1.0,0.5,0.0,0.5,597.0,33.6667,0.3333,0.0
George Roop,Dustin Kimura,2014-04-16,Red,7.0,15.23999999999998,2.539999999999992,4.0,1.0,3.0,-0.23800000000000004,-1.0,1.0,-2.0,0.667,-1.0,0.333,204.04000000000002,22.0556,0.5556,-2.8889
Mark Bocek,Mike de la Torre,2014-04-16,Red,4.0,-7.6200000000000045,10.159999999999997,6.0,3.0,3.0,0.5,0.0,1.0,-1.0,0.0,0.333,0.667,775.5,23.4545,3.0,1.0909
Nordine Taleb,Vik Grujic,2014-04-16,Red,-5.0,5.079999999999984,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Walsh,Chris Indich,2014-04-16,Red,-1.0,5.079999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Gagnon,Tim Gorman,2014-04-16,Red,-2.0,0.0,-7.6200000000000045,3.0,2.0,1.0,0.667,2.0,0.0,2.0,0.0,1.0,0.0,337.67,16.0,0.5,0.5
Minotauro Nogueira,Roy Nelson,2014-04-11,Blue,0.0,7.6200000000000045,12.700000000000017,-6.0,-3.0,-3.0,0.0,0.0,-1.0,1.0,-0.8,0.0,0.0,-543.44,3.7749999999999986,0.575,1.15
Clay Guida,Tatsuya Kawajiri,2014-04-11,Red,-4.0,0.0,2.5400000000000205,7.0,4.0,3.0,-0.375,-1.0,1.0,-2.0,0.0,-0.4,0.4,478.5,28.0588,3.0,0.7647
John Howard,Ryan LaFlare,2014-04-11,Blue,0.0,-15.23999999999998,-7.6200000000000045,3.0,0.0,3.0,-0.5,-1.0,0.0,-1.0,0.333,0.0,0.0,-156.33000000000004,-35.125,-2.75,0.125
Ramsey Nijem,Beneil Dariush,2014-04-11,Red,1.0,2.539999999999992,7.6200000000000045,6.0,3.0,3.0,-0.42900000000000005,0.0,0.0,0.0,0.25,-1.0,0.75,395.43,21.8333,2.6667,0.6667
Jared Rosholt,Daniel Omielanczuk,2014-04-11,Red,-4.0,5.0800000000000125,2.539999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,102.0,0.0,0.0,0.0
Thales Leites,Trevor Smith,2014-04-11,Red,-1.0,-5.0800000000000125,7.6200000000000045,0.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-63.2222,1.2222,0.4443999999999999
Alan Omer,Jim Alers,2014-04-11,Blue,-2.0,2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauricio Rua,Dan Henderson,2014-03-23,Blue,-11.0,5.079999999999984,5.079999999999984,4.0,3.0,1.0,0.25,1.0,-3.0,4.0,1.0,0.0,-1.0,-221.25,1.7000000000000028,0.05449999999999999,-0.13640000000000002
Cezar Ferreira,CB Dollaway,2014-03-23,Blue,-2.0,-2.5400000000000205,5.0800000000000125,-3.0,0.0,-3.0,0.5,3.0,-1.0,4.0,0.0,0.0,0.0,48.16999999999996,5.2273,-2.0909,-0.31820000000000004
